SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,22219 39th Place S Unit 20-1,Kent,WA,98032,374900,4,2.5,Riverview,1887,311750,2000,4,199,470,Active,,,http://www.redfin.com/WA/Kent/22219-39th-Pl-S-98032/unit-20-1/home/47368,NWMLS,1285031,N,Y,47.4022383,-122.2840389
MLS Listing,,Single Family Residential,18221 42nd Dr SE,Bothell,WA,98012,775000,5,2.75,Bothell,2724,4500,2014,4,285,35,Active,,,http://www.redfin.com/WA/Bothell/18221-42nd-Dr-SE-98012/home/55518754,NWMLS,1284364,N,Y,47.8321029,-122.1758999
MLS Listing,,Condo/Co-op,4547 8th Ave NE #311,Seattle,WA,98105,525000,1,1.0,University District,604,16772,2008,4,869,411,Active,,,http://www.redfin.com/WA/Seattle/4547-8th-Ave-NE-98105/unit-311/home/21882420,NWMLS,1284070,N,Y,47.6628143,-122.3199182
MLS Listing,,Single Family Residential,24337 NE 101st Ct,Redmond,WA,98053,457835,3,2.5,Redmond Ridge,1720,4045,2010,4,266,75,Active,,,http://www.redfin.com/WA/Redmond/24337-NE-101st-Ct-98053/home/28582217,NWMLS,1281520,N,Y,47.6877932,-122.015265
MLS Listing,,Condo/Co-op,4426 147th Place NE Unit A9,Bellevue,WA,98007,440000,2,1.75,Microsoft,1051,425059,1980,4,419,447,Active,,,http://www.redfin.com/WA/Bellevue/4426-147th-Pl-NE-98007/unit-A9/home/10403,NWMLS,1285384,N,Y,47.6498991,-122.1435564
MLS Listing,,Single Family Residential,1711 216th St SW,Lynnwood,WA,98036,425000,3,1.5,Alderwood,1248,10454,1965,4,341,,Active,,,http://www.redfin.com/WA/Lynnwood/1711-216th-St-SW-98036/home/2676227,NWMLS,1284489,N,Y,47.8026915,-122.2564811
MLS Listing,,Single Family Residential,919 SW 122nd St,Burien,WA,98146,674995,4,2.75,North Burien,3120,6854,2001,4,216,,Active,,,http://www.redfin.com/WA/Seattle/919-SW-122nd-St-98146/home/181867,NWMLS,1283222,N,Y,47.4937434,-122.3470959
MLS Listing,,Condo/Co-op,11600 100th Ave NE Unit A11,Kirkland,WA,98034,495000,2,1.75,Juanita,1473,44404,1982,4,336,390,Active,,,http://www.redfin.com/WA/Kirkland/11600-100th-Ave-NE-98034/unit-A11/home/34682,NWMLS,1283280,N,Y,47.7043363,-122.2072246
MLS Listing,,Single Family Residential,26212 44th Place S,Kent,WA,98032,399950,5,2.0,Lake Fenwick,1670,7658,1978,4,239,,Active,,,http://www.redfin.com/WA/Kent/26212-44th-Pl-S-98032/home/206296,NWMLS,1284421,N,Y,47.3663126,-122.277337
MLS Listing,,Condo/Co-op,1631 16th Ave #101,Seattle,WA,98122,462500,1,1.0,Seattle,799,28841,1929,4,579,383,Active,,,http://www.redfin.com/WA/Seattle/1631-16th-Ave-98122/unit-101/home/2093165,NWMLS,1283018,N,Y,47.6160287,-122.3118068
MLS Listing,,Single Family Residential,17240 33rd Ave S,SeaTac,WA,98188,399995,5,2.5,McMicken Heights,1730,8700,1943,4,231,,Active,,,http://www.redfin.com/WA/SeaTac/17240-33rd-Ave-S-98188/home/342458,NWMLS,1284060,N,Y,47.4483338,-122.2901652
MLS Listing,,Single Family Residential,1117 21st Ave S,Seattle,WA,98144,758000,3,1.5,Judkins,1500,4848,1998,4,505,,Active,,,http://www.redfin.com/WA/Seattle/1117-21st-Ave-S-98144/home/145523,NWMLS,1284969,N,Y,47.592517,-122.3053999
MLS Listing,,Single Family Residential,15519 8th Ave W,Lynnwood,WA,98087,755000,4,2.5,Martha Lake,3224,6019,2016,4,234,,Active,,,http://www.redfin.com/WA/Lynnwood/15519-8th-Ave-W-98087/home/104210385,NWMLS,1272645,N,Y,47.8572222,-122.2451007
MLS Listing,,Single Family Residential,26805 118th Ct SE,Kent,WA,98030,499990,4,2.5,East Hill,2870,5977,1999,5,174,,Active,,,http://www.redfin.com/WA/Kent/26805-118th-Ct-SE-98030/home/402543,NWMLS,1284936,N,Y,47.361499,-122.1845256
MLS Listing,,Single Family Residential,1228 S 273rd Place,Des Moines,WA,98198,780000,4,2.5,Des Moines,2960,7707,2015,5,264,,Active,,,http://www.redfin.com/WA/Des-Moines/1228-S-273rd-Pl-98198/home/22229002,NWMLS,1283964,N,Y,47.3576864,-122.3174801
MLS Listing,,Single Family Residential,5301 Wallingford Ave N,Seattle,WA,98103,749900,2,2.0,Green Lake,2150,2054,1911,5,349,,Active,,,http://www.redfin.com/WA/Seattle/5301-Wallingford-Ave-N-98103/home/305282,NWMLS,1284320,N,Y,47.6673428,-122.3366256
MLS Listing,,Condo/Co-op,1620 Belmont Ave #221,Seattle,WA,98122,560000,1,1.0,Capitol Hill,670,,2005,5,836,381,Active,,,http://www.redfin.com/WA/Seattle/1620-Belmont-Ave-98122/unit-221/home/12092064,NWMLS,1283361,N,Y,47.6160731,-122.3241699
MLS Listing,,Single Family Residential,340 NE 53rd St,Seattle,WA,98105,749950,4,1.75,Wallingford,1834,4080,1920,5,409,,Active,,,http://www.redfin.com/WA/Seattle/340-NE-53rd-St-98105/home/306091,NWMLS,1283898,N,Y,47.6673916,-122.3237869
MLS Listing,,Single Family Residential,2300 N 50th St,Seattle,WA,98103,649000,2,1.0,Wallingford,1368,3570,1950,5,474,,Active,,,http://www.redfin.com/WA/Seattle/2300-N-50th-St-98103/home/306140,NWMLS,1280120,N,Y,47.6652093,-122.3304415
MLS Listing,,Condo/Co-op,18707 SE Newport Wy #212,Issaquah,WA,98027,498800,2,1.75,Issaquah,1162,114134,2005,5,429,428,Active,,,http://www.redfin.com/WA/Issaquah/18707-SE-Newport-Way-98027/unit-212/home/2116949,NWMLS,1283751,N,Y,47.559498,-122.0905813
MLS Listing,,Condo/Co-op,1910 W Casino Rd #212,Everett,WA,98204,142900,1,1.0,Casino,573,69610,1992,5,249,188,Active,,,http://www.redfin.com/WA/Everett/1910-W-Casino-Rd-98204/unit-212/home/2834356,NWMLS,1283719,N,Y,47.920558,-122.25953
MLS Listing,,Single Family Residential,3528 162nd Place SE,Bothell,WA,98012,659950,3,2.5,Mill Creek,2341,3485,2006,5,282,45,Active,,,http://www.redfin.com/WA/Bothell/3528-162nd-Pl-SE-98012/home/11882562,NWMLS,1282938,N,Y,47.850457,-122.1860949
MLS Listing,,Townhouse,4629 S Holly St Unit A,Seattle,WA,98118,410000,2,1.0,Rainier Valley,820,111,2010,5,500,,Active,,,http://www.redfin.com/WA/Seattle/4629-S-Holly-St-98118/unit-A/home/28581119,NWMLS,1283037,N,Y,47.542115,-122.2739209
MLS Listing,,Single Family Residential,7749 18th Ave SW,Seattle,WA,98106,535000,3,1.0,Delridge,1060,5160,1977,5,505,,Active,,,http://www.redfin.com/WA/Seattle/7749-18th-Ave-SW-98106/home/475171,NWMLS,1282994,N,Y,47.5322391,-122.3580939
MLS Listing,,Townhouse,1418 6th Ave N,Seattle,WA,98109,1125000,3,3.0,Queen Anne,2140,1578,1996,5,526,150,Active,May-8-2018 10:00 AM,May-8-2018 12:30 PM,http://www.redfin.com/WA/Seattle/1418-6th-Ave-N-98109/home/131914,NWMLS,1283059,N,Y,47.6319427,-122.3446885
MLS Listing,,Single Family Residential,20606 SE 135th St,Issaquah,WA,98027,890000,4,3.0,Issaquah,3270,35001,1991,5,272,25,Active,,,http://www.redfin.com/WA/Issaquah/20606-SE-135th-St-98027/home/422407,NWMLS,1282019,N,Y,47.4828622,-122.0668171
MLS Listing,,Single Family Residential,16047 SE 4th St,Bellevue,WA,98008,688000,3,1.75,Bellevue,1820,8330,1958,5,378,,Active,,,http://www.redfin.com/WA/Bellevue/16047-SE-4th-St-98008/home/426333,NWMLS,1282810,N,Y,47.6059382,-122.1237293
MLS Listing,,Single Family Residential,11342 5th Ave SW,Seattle,WA,98146,640000,4,2.5,Shorewood,2620,4050,2014,5,244,70,Active,,,http://www.redfin.com/WA/Seattle/11342-5th-Ave-SW-98146/home/39904648,NWMLS,1282969,N,Y,47.501673,-122.340341
MLS Listing,,Condo/Co-op,23420 SE Black Nugget Rd Unit F101,Issaquah,WA,98029,299000,1,1.0,Issaquah Highlands,767,177151,2000,5,390,295,Active,,,http://www.redfin.com/WA/Issaquah/23420-SE-Black-Nugget-Rd-98029/unit-F101/home/144392856,NWMLS,1283789,N,Y,47.5496746,-122.0272975
MLS Listing,,Single Family Residential,4108 43rd Ave NE,Seattle,WA,98105,1500000,4,2.5,Laurelhurst,3365,6000,1928,5,446,,Active,,,http://www.redfin.com/WA/Seattle/4108-43rd-Ave-NE-98105/home/121745,NWMLS,1283283,N,Y,47.6587192,-122.2809973
MLS Listing,,Townhouse,713 NW 62nd St,Seattle,WA,98107,639000,2,1.5,Phinney Ridge,1001,3094,1990,6,638,200,Active,,,http://www.redfin.com/WA/Seattle/713-NW-62nd-St-98107/home/145547351,NWMLS,1283386,N,Y,47.6740524,-122.3656974
MLS Listing,,Single Family Residential,7444 NE 156th St,Kenmore,WA,98028,549950,3,1.0,Moorlands,1240,9750,1959,6,444,,Active,,,http://www.redfin.com/WA/Kenmore/7444-NE-156th-St-98028/home/276513,NWMLS,1284215,N,Y,47.7424591,-122.2403975
MLS Listing,,Vacant Land,15712 Greenwood Ave N,Shoreline,WA,98133,299950,0,,Shoreline,,7876,,6,,,Active,,,http://www.redfin.com/WA/Shoreline/15712-Greenwood-Ave-N-98133/home/114023598,NWMLS,1283091,N,Y,47.7432546,-122.3550292
MLS Listing,,Single Family Residential,3935 96th Ave SE,Mercer Island,WA,98040,1238000,4,2.5,Mercer Island,2460,8275,1966,6,503,,Active,,,http://www.redfin.com/WA/Mercer-Island/3935-96th-Ave-SE-98040/home/254994,NWMLS,1283150,N,Y,47.5754522,-122.2136966
MLS Listing,,Single Family Residential,11202 Marine View Dr SW,Seattle,WA,98146,745000,3,2.0,Arbor Heights,2400,10260,1939,6,310,,Active,,,http://www.redfin.com/WA/Seattle/11202-Marine-View-Dr-SW-98146/home/157712,NWMLS,1282955,N,Y,47.5026616,-122.3805645
MLS Listing,,Single Family Residential,18401 126th St SE,Renton,WA,98058,595000,5,2.75,Benson Hill,3800,22807,1983,6,157,,Active,,,http://www.redfin.com/WA/Renton/18401-126th-Pl-SE-98058/home/388357,NWMLS,1283296,N,Y,47.4371942,-122.1718955
MLS Listing,,Condo/Co-op,2220 132nd Ave SE Unit A318,Bellevue,WA,98005,550000,2,1.75,Woodridge,1190,407655,1999,6,462,477,Active,,,http://www.redfin.com/WA/Bellevue/2220-132nd-Pl-SE-98005/unit-A318/home/39890,NWMLS,1283123,N,Y,47.5905935,-122.1634139
MLS Listing,,Single Family Residential,13239 SE 252nd St,Kent,WA,98030,475000,4,2.5,Kent,2635,6544,2007,6,180,,Active,,,http://www.redfin.com/WA/Kent/13239-SE-252nd-Pl-98030/home/103976458,NWMLS,1281633,N,Y,47.3751903,-122.1855418
MLS Listing,,Single Family Residential,24111 184th Ave SE,Covington,WA,98042,420000,3,2.5,Covington,2140,5109,2010,7,196,13,Active,,,http://www.redfin.com/WA/Covington/24111-184th-Ave-SE-98042/home/22415345,NWMLS,1281413,N,Y,47.3859548,-122.0959411
MLS Listing,,Single Family Residential,8839 17th Ave SW,Seattle,WA,98106,850000,4,2.5,Highland Park,4430,6671,1928,7,192,,Active,,,http://www.redfin.com/WA/Seattle/8839-17th-Ave-SW-98106/home/476104,NWMLS,1282048,N,Y,47.5234775,-122.3568686
MLS Listing,,Single Family Residential,2023 237th St SE,Bothell,WA,98021,729950,4,2.25,Bothell,2248,9148,1986,10,325,,Active,,,http://www.redfin.com/WA/Bothell/2023-237th-St-SE-98021/home/2807191,NWMLS,1278967,N,Y,47.7836587,-122.2049366
MLS Listing,,Single Family Residential,20603 SE 136th St,Issaquah,WA,98027,819000,4,2.75,Issaquah,2598,43016,1989,10,315,25,Active,May-12-2018 11:00 AM,May-12-2018 01:00 PM,http://www.redfin.com/WA/Issaquah/20603-SE-136th-St-98027/home/422445,NWMLS,1280470,N,Y,47.4788056,-122.0665684
MLS Listing,,Single Family Residential,15707 E Shore Dr,Lynnwood,WA,98087,938950,5,3.5,Martha Lake,3601,16553,2015,10,261,,Active,,,http://www.redfin.com/WA/Lynnwood/15707-E-Shore-Dr-98087/home/77148194,NWMLS,1277835,N,Y,47.8554751,-122.2384879
MLS Listing,,Single Family Residential,3405 177th Place SE,Bothell,WA,98012,750000,5,2.75,Bothell,2492,3608,2012,11,301,35,Active,,,http://www.redfin.com/WA/Bothell/3405-177th-Pl-SE-98012/unit-49/home/51566780,NWMLS,1281521,N,Y,47.837264,-122.18684
MLS Listing,,Single Family Residential,16409 NE 143rd St,Woodinville,WA,98072,1250000,3,2.5,Hollywood Hill,3520,35038,1988,11,355,,Active,,,http://www.redfin.com/WA/Woodinville/16409-NE-143rd-St-98072/home/449427,NWMLS,1277853,N,Y,47.7287723,-122.1205312
MLS Listing,,Single Family Residential,8022 230th St SW,Edmonds,WA,98026,799999,5,4.0,Edmonds,3840,7841,1928,11,208,,Active,,,http://www.redfin.com/WA/Edmonds/8022-230th-St-SW-98026/home/2708899,NWMLS,1280660,N,Y,47.7903446,-122.3418864
MLS Listing,,Single Family Residential,27318 10th Place S,Des Moines,WA,98198,859000,4,3.0,Redondo,3170,14952,1981,11,271,,Active,,,http://www.redfin.com/WA/Des-Moines/27318-10th-Pl-S-98198/home/345399,NWMLS,1280636,N,Y,47.3565481,-122.3199637
MLS Listing,,Single Family Residential,15740 143rd Ave SE,Renton,WA,98058,685000,5,3.0,Fairwood,2910,8806,1999,11,235,28,Active,,,http://www.redfin.com/WA/Renton/15740-143rd-Ave-SE-98058/home/422719,NWMLS,1279977,N,Y,47.4627355,-122.144986
MLS Listing,,Condo/Co-op,17211 NE 45th St #80,Redmond,WA,98052,295000,1,1.0,Redmond,712,381078,1968,11,414,304,Active,,,http://www.redfin.com/WA/Redmond/17211-NE-45th-St-98052/unit-80/home/7519,NWMLS,1277906,N,Y,47.6498708,-122.1107143
MLS Listing,,Single Family Residential,1800 NE 96th St,Seattle,WA,98115,499950,2,1.0,Maple Leaf,700,5263,1944,11,714,,Active,,,http://www.redfin.com/WA/Seattle/1800-NE-96th-St-98115/home/106954,NWMLS,1280565,N,Y,47.6990277,-122.308573
MLS Listing,,Single Family Residential,12216 97th Place NE,Kirkland,WA,98034,550000,4,1.0,Kirkland,1290,9394,1961,11,426,,Active,,,http://www.redfin.com/WA/Kirkland/12216-97th-Pl-NE-98034/home/280384,NWMLS,1277988,N,Y,47.7106381,-122.2114512
MLS Listing,,Single Family Residential,4230 NE 197th St,Lake Forest Park,WA,98155,660000,3,2.0,Horizon View,2120,10041,1960,11,311,,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/4230-NE-197th-St-98155/home/93495,NWMLS,1268962,N,Y,47.7736679,-122.2824332
MLS Listing,,Single Family Residential,3312 Federal Ave,Everett,WA,98201,695000,5,2.75,Everett,3394,9148,1951,12,205,,Active,,,http://www.redfin.com/WA/Everett/3312-Federal-Ave-98201/home/2685859,NWMLS,1271503,N,Y,47.973246,-122.217675
MLS Listing,,Condo/Co-op,17476 NE 40th Place Unit G2,Redmond,WA,98052,650000,2,1.5,West Lake Sammamish,1568,251900,1975,12,415,438,Active,,,http://www.redfin.com/WA/Redmond/17476-NE-40th-Pl-98052/unit-G-2/home/103959167,NWMLS,1280128,N,Y,47.6471715,-122.1063585
MLS Listing,,Condo/Co-op,11052 NE 33rd Place Unit A7,Bellevue,WA,98004,425888,2,1.0,Bellevue,845,135313,1987,12,504,400,Active,,,http://www.redfin.com/WA/Bellevue/11052-NE-33rd-Pl-98004/unit-A7/home/22401185,NWMLS,1279623,N,Y,47.6422972,-122.1928009
MLS Listing,,Single Family Residential,1222 S 273rd Place,Des Moines,WA,98198,950000,4,3.5,Des Moines,3600,7944,2018,13,264,,Active,,,http://www.redfin.com/WA/Des-Moines/1222-S-273rd-Pl-98198/home/101704380,NWMLS,1279362,N,Y,47.3576717,-122.317737
MLS Listing,,Single Family Residential,8060 40th Ave NE,Seattle,WA,98115,1474000,4,3.25,Wedgwood,3080,6975,1952,13,479,,Active,,,http://www.redfin.com/WA/Seattle/8060-40th-Ave-NE-98115/home/317497,NWMLS,1278829,N,Y,47.6882464,-122.2849335
MLS Listing,,Condo/Co-op,2440 Western Ave #211,Seattle,WA,98121,649000,1,1.5,Belltown,894,,1998,14,726,530,Active,,,http://www.redfin.com/WA/Seattle/2440-Western-Ave-98121/unit-211/home/103955650,NWMLS,1278862,N,Y,47.6139274,-122.349178
MLS Listing,,Single Family Residential,12426 8th Ave SW,Burien,WA,98146,587999,4,2.0,Shorewood,3050,14654,1942,18,193,,Active,,,http://www.redfin.com/WA/Seattle/12426-8th-Ave-SW-98146/home/181522,NWMLS,1275397,N,Y,47.4914097,-122.3442026
MLS Listing,,Single Family Residential,1536 S 258th Ct,Des Moines,WA,98198,450000,3,2.0,Woodmont,1800,7855,1987,18,250,,Active,,,http://www.redfin.com/WA/Des-Moines/1536-S-258th-Ct-98198/home/345975,NWMLS,1275673,N,Y,47.3689803,-122.3134966
MLS Listing,,Single Family Residential,18506 SE Petrovitsky Rd,Renton,WA,98058,624900,4,2.5,Fairwood,2430,18017,2005,18,257,,Active,,,http://www.redfin.com/WA/Renton/18506-SE-Petrovitsky-Rd-98058/home/391058,NWMLS,1275663,N,Y,47.4234096,-122.0943206
MLS Listing,,Single Family Residential,6009 47th Ave SW,Seattle,WA,98136,650000,4,1.75,Seaview,1660,5000,1908,18,392,,Active,,,http://www.redfin.com/WA/Seattle/6009-47th-Ave-SW-98136/home/154441,NWMLS,1275941,N,Y,47.5482193,-122.3928088
MLS Listing,,Single Family Residential,12347 Clubhouse Lane,Mukilteo,WA,98275,795000,3,2.5,Harbour Pointe,2375,8712,2000,18,335,34,Active,,,http://www.redfin.com/WA/Mukilteo/12347-Clubhouse-Ln-98275/home/2864059,NWMLS,1271139,N,Y,47.8859854,-122.3183758
MLS Listing,,Single Family Residential,702 NW 3rd Ct,Renton,WA,98057,510000,3,2.5,Bryn Mawr,1750,4531,2004,18,291,,Active,,,http://www.redfin.com/WA/Renton/702-NW-3rd-Ct-98057/home/2084787,NWMLS,1275885,N,Y,47.4880511,-122.2268061
MLS Listing,,Single Family Residential,8409 Naketa Lane,Mukilteo,WA,98275,950000,4,3.0,Mukilteo,3194,12632,1979,18,297,,Active,,,http://www.redfin.com/WA/Mukilteo/8409-Naketa-Ln-98275/home/2761125,NWMLS,1269100,N,Y,47.9212778,-122.3080039
MLS Listing,,Single Family Residential,9607 NE 132nd St,Kirkland,WA,98034,589950,4,1.75,Juanita,1650,9305,1960,18,358,,Active,,,http://www.redfin.com/WA/Kirkland/9607-NE-132nd-St-98034/home/277044,NWMLS,1276160,N,Y,47.7183044,-122.2126998
MLS Listing,,Single Family Residential,7548 35th Ave NE,Seattle,WA,98115,935000,4,2.0,Wedgwood,2530,5200,1947,18,370,,Active,,,http://www.redfin.com/WA/Seattle/7548-35th-Ave-NE-98115/home/317780,NWMLS,1276661,N,Y,47.6844492,-122.2902264
MLS Listing,,Condo/Co-op,10822 E Riverside Dr Unit A305,Bothell,WA,98011,215000,1,1.0,Sammamish River,605,128751,1985,19,355,322,Active,,,http://www.redfin.com/WA/Bothell/10822-E-Riverside-Dr-98011/unit-A305/home/51362,NWMLS,1275618,N,Y,47.754325,-122.195317
MLS Listing,,Single Family Residential,22426 95th Ct S,Kent,WA,98031,475000,4,2.5,Kent,2082,6672,2013,20,228,,Active,,,http://www.redfin.com/WA/Kent/22426-95th-Ct-S-98031/home/22673459,NWMLS,1274326,N,Y,47.4006092,-122.2132136
MLS Listing,,Single Family Residential,20021 95th Place NE,Bothell,WA,98011,579900,3,1.75,Downtown Bothell,1530,9732,1965,24,379,,Active,,,http://www.redfin.com/WA/Bothell/20021-95th-Pl-NE-98011/home/286382,NWMLS,1271935,N,Y,47.7736462,-122.2138773
MLS Listing,,Single Family Residential,20014 SE 240th St,Maple Valley,WA,98038,749950,4,1.75,Maple Valley,2290,155509,1977,25,327,,Active,,,http://www.redfin.com/WA/Maple-Valley/20014-SE-240th-St-98038/home/392095,NWMLS,1273705,N,Y,47.3877417,-122.0745578
MLS Listing,,Single Family Residential,18200 NE 110th St,Redmond,WA,98052,1100000,3,2.5,Education Hill,2510,5246,2008,25,438,35,Active,,,http://www.redfin.com/WA/Redmond/18200-NE-110th-St-98052/home/18659382,NWMLS,1272641,N,Y,47.6982269,-122.0969747
MLS Listing,,Single Family Residential,15212 SE 175th Place,Renton,WA,98058,629000,4,2.5,Fairwood Greens,2850,12800,1977,25,221,25,Active,,,http://www.redfin.com/WA/Renton/15212-SE-175th-Pl-98058/home/231440,NWMLS,1272058,N,Y,47.4462067,-122.1376068
MLS Listing,,Single Family Residential,1824 175th Place NE,Bellevue,WA,98008,899000,5,2.5,Microsoft,2460,12010,1968,26,365,,Active,,,http://www.redfin.com/WA/Bellevue/1824-175th-Pl-NE-98008/home/502494,NWMLS,1269436,N,Y,47.6273965,-122.1059528
MLS Listing,,Condo/Co-op,1414 9th Ave N #201,Edmonds,WA,98020,675000,3,1.75,Downtown Edmonds,1545,3920,1969,31,437,545,Active,,,http://www.redfin.com/WA/Edmonds/1414-9th-Ave-N-98020/unit-201/home/2680161,NWMLS,1269631,N,Y,47.8217454,-122.3658742
MLS Listing,,Condo/Co-op,2720 3rd Ave #1006,Seattle,WA,98121,598000,1,1.0,Belltown,690,,2008,31,867,416,Active,,,http://www.redfin.com/WA/Seattle/2720-3rd-Ave-98121/unit-1006/home/12536938,NWMLS,1269381,N,Y,47.6176103,-122.3490411
MLS Listing,,Single Family Residential,18936 179th Place SE,Renton,WA,98058,730000,5,2.5,Spring Lake,2950,6076,2015,32,247,50,Active,,,http://www.redfin.com/WA/Renton/18936-179th-Pl-SE-98058/home/101612043,NWMLS,1265766,N,Y,47.4319712,-122.10169
MLS Listing,,Single Family Residential,8729 176th St SE,Snohomish,WA,98296,785000,3,3.0,Snohomish,3954,56192,1987,32,199,,Active,,,http://www.redfin.com/WA/Snohomish/8729-176th-St-SE-98296/home/2670738,NWMLS,1269219,N,Y,47.8381165,-122.1133301
MLS Listing,,Condo/Co-op,17900 23rd Lane NE Unit E-204,Shoreline,WA,98155,469950,3,1.75,Shoreline,1393,98750,1976,33,337,435,Active,,,http://www.redfin.com/WA/Shoreline/17900-23rd-Ln-NE-98155/unit-E204/home/63038,NWMLS,1266289,N,Y,47.7592423,-122.3101234
MLS Listing,,Single Family Residential,26425 Marine View Dr S,Des Moines,WA,98198,610000,4,2.5,Woodmont,2410,14520,1956,39,253,,Active,,,http://www.redfin.com/WA/Des-Moines/26425-Marine-View-Dr-S-98198/home/345594,NWMLS,1264925,N,Y,47.3644568,-122.3227113
MLS Listing,,Condo/Co-op,10203 47th Ave SW Unit C9,Seattle,WA,98146,575000,1,1.75,Fauntleroy,1144,,1967,39,503,543,Active,,,http://www.redfin.com/WA/Seattle/10203-47th-Ave-SW-98146/unit-C9/home/145246829,NWMLS,1264583,N,Y,47.511345,-122.393911
MLS Listing,,Single Family Residential,615 Nile Ave NE,Renton,WA,98059,1225000,3,2.5,Highlands,2210,40075,1932,45,554,,Active,,,http://www.redfin.com/WA/Renton/615-Nile-Ave-NE-98059/home/243499,NWMLS,1263036,N,Y,47.4925855,-122.1434396
MLS Listing,,Condo/Co-op,8021 234th St SW #201,Edmonds,WA,98026,269950,2,1.5,Edmonds,978,116004,1974,45,276,455,Active,,,http://www.redfin.com/WA/Edmonds/8021-234th-St-SW-98026/unit-201/home/11882677,NWMLS,1261509,N,Y,47.787843,-122.341873
MLS Listing,,Single Family Residential,10120 Kenwanda Dr,Snohomish,WA,98296,650000,3,2.25,Kenwanda,3856,13939,1974,45,169,,Active,,,http://www.redfin.com/WA/Snohomish/10120-Kenwanda-Dr-98296/home/2659762,NWMLS,1261805,N,Y,47.876058,-122.0955192
MLS Listing,,Single Family Residential,12553 20th Ave NE,Seattle,WA,98125,724900,4,1.75,Olympic Hills,1870,5000,1957,46,388,,Active,,,http://www.redfin.com/WA/Seattle/12553-20th-Ave-NE-98125/home/115306,NWMLS,1261582,N,Y,47.7209192,-122.3075581
MLS Listing,,Condo/Co-op,2760 76th Ave SE #207,Mercer Island,WA,98040,598500,2,2.0,Mercer Island,1120,63234,1989,53,534,617,Active,,,http://www.redfin.com/WA/Mercer-Island/2760-76th-Ave-SE-98040/unit-207/home/2069171,NWMLS,1257417,N,Y,47.5851002,-122.2369633
MLS Listing,,Single Family Residential,1701 Bigelow Ave N,Seattle,WA,98109,6295000,5,5.25,Queen Anne,7750,6910,2008,56,812,,Active,,,http://www.redfin.com/WA/Seattle/1701-Bigelow-Ave-N-98109/home/134359,NWMLS,1255285,N,Y,47.6341811,-122.3487142
MLS Listing,,Single Family Residential,,Bellevue,WA,98004,1600000,5,1.75,Meydenbauer,2760,18019,1954,56,580,,Active,,,http://www.redfin.com/WA/Bellevue/Undisclosed-address-98004/home/253458,NWMLS,1250253,N,Y,47.6028007,-122.2091114
MLS Listing,,Single Family Residential,14909 175th Ave SE,Renton,WA,98059,490000,3,2.5,East Renton,1600,26374,1970,158,306,,Active,,,http://www.redfin.com/WA/Renton/14909-175th-Ave-SE-98059/home/248573,NWMLS,1218355,N,Y,47.468161,-122.1087007
MLS Listing,,Single Family Residential,12112 215th Place SE,Snohomish,WA,98296,525000,3,2.25,Echo Lake,1676,30492,1984,1,313,,Active,,,http://www.redfin.com/WA/Snohomish/12112-215th-Pl-SE-98296/home/2793964,NWMLS,1281626,N,Y,47.8016011,-122.0683501
MLS Listing,,Condo/Co-op,910 Lenora St #1007,Seattle,WA,98121,899000,2,1.75,Downtown,1212,86134,2006,1,742,1133,Active,,,http://www.redfin.com/WA/Seattle/910-Lenora-St-98121/unit-1007/home/102173820,NWMLS,1284435,N,Y,47.6177723,-122.3367117
MLS Listing,,Mobile/Manufactured Home,3328 S 221st St,SeaTac,WA,98198,299000,3,2.0,SeaTac,1400,14000,1986,1,214,,Active,,,http://www.redfin.com/WA/Seattle/3328-S-221st-St-98198/home/2086935,NWMLS,1287229,N,Y,47.4037213,-122.2890828
MLS Listing,,Single Family Residential,15431 73rd Ave SE,Snohomish,WA,98296,725000,3,2.75,Cathcart,3160,45930,1951,1,229,,Active,,,http://www.redfin.com/WA/Snohomish/15431-73rd-Ave-SE-98296/home/113826656,NWMLS,1281285,N,Y,47.856932,-122.1336577
MLS Listing,,Multi-Family (5+ Unit),3043 Island Crest Wy Unit 1-5,Mercer Island,WA,98040,2000000,9,5.0,Mercer Island,5952,9000,1960,1,336,,Active,,,http://www.redfin.com/WA/Mercer-Island/3043-Island-Crest-Way-98040/unit-1-5/home/145579080,NWMLS,1287216,N,Y,47.5824261,-122.2307224
MLS Listing,,Condo/Co-op,2721 First Ave #1207,Seattle,WA,98121,988000,2,1.75,Belltown,1117,,2005,1,885,977,Active,,,http://www.redfin.com/WA/Seattle/2721-1st-Ave-98121/unit-1207/home/2087424,NWMLS,1286780,N,Y,47.6160111,-122.351532
